,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,fico_avg,inq_last_6mths,delinq_flag,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified
232,33000.0,33000.0,33000.0,60,23.99,949.16,4,21,10.0,75000.0,0,20.16,3.0,667.0,0.0,1,23.0,0.0,13439.0,0.45899999999999996,45.0,0.0,0.0,38269.2227016582,38269.22,33000.0,5269.22,0.0,0.0,0.0,31713.06,0.0,0.0,0.0,176250.0,29300.0,8.0,8393.0,10198.0,0.557,7.0,7.0,3.0,0.0,11.0,14.0,12.0,21.0,9.0,20.0,32.0,14.0,23.0,0.0,5.0,77.8,8.3,0.0,0.0,200452.0,25721.0,23000.0,18527.0,True,False,False,True
233,19875.0,19875.0,19875.0,60,12.29,445.03,2,10,1.0,49100.0,0,31.76,0.0,717.0,2.0,0,15.0,0.0,14259.0,0.639,28.0,0.0,0.0,25108.672880454706,25108.67,19875.0,5233.67,0.0,0.0,0.0,11326.31,0.0,0.0,0.0,57463.0,22300.0,5.0,3831.0,5295.0,0.72,17.0,13.0,0.0,0.0,4.0,5.0,5.0,8.0,12.0,7.0,16.0,5.0,15.0,0.0,0.0,100.0,20.0,0.0,0.0,76802.0,57463.0,18900.0,54502.0,False,False,True,False
234,6000.0,6000.0,4850.0,36,6.91,185.02,0,4,2.0,144000.0,0,20.13,0.0,722.0,1.0,1,10.0,0.0,17760.0,0.78,31.0,0.0,0.0,6223.8864631748,5031.05,6000.0,223.89,0.0,0.0,0.0,5114.56,0.0,0.0,0.0,77318.0,22800.0,4.0,6886.0,4006.0,0.6100231578947369,,,1.0,0.0,3.0,5.0,4.0,7.0,6.0,7.0,13.0,5.0,10.0,0.0,2.0,94.01380400421495,46.72442105263158,0.0,0.0,108415.0,35353.0,14000.0,30259.0,False,False,False,False
235,21000.0,21000.0,21000.0,60,10.49,451.27,1,7,10.0,120000.0,0,12.43,1.0,752.0,0.0,1,9.0,0.0,9785.0,0.24,19.0,0.0,0.0,24261.1892730838,24261.19,21000.0,3261.19,0.0,0.0,0.0,15699.3,0.0,0.0,0.0,371794.0,40800.0,2.0,41310.0,29624.0,0.23600000000000002,27.0,1.0,5.0,1.0,3.0,4.0,4.0,7.0,4.0,5.0,10.0,4.0,9.0,1.0,1.0,89.5,0.0,0.0,0.0,459203.0,34581.0,38800.0,47592.0,False,False,False,False
236,20000.0,20000.0,20000.0,36,13.18,675.62,2,12,7.0,90000.0,0,31.49,0.0,687.0,0.0,0,8.0,0.0,74868.0,0.963,32.0,0.0,0.0,22951.122517599302,22951.12,20000.0,2951.12,0.0,0.0,0.0,12831.46,0.0,0.0,0.0,144514.0,76100.0,7.0,18064.0,708.0,0.956,13.0,10.0,4.0,0.0,2.0,4.0,2.0,7.0,18.0,4.0,10.0,4.0,8.0,0.0,3.0,100.0,100.0,0.0,0.0,155485.0,144514.0,16100.0,79385.0,False,False,True,False
237,6400.0,6400.0,6400.0,36,16.99,228.15,3,17,10.0,16902.0,0,27.11,0.0,687.0,1.0,0,6.0,0.0,13305.0,0.586,9.0,0.0,0.0,8232.3623133786,8232.36,6400.0,1817.36,15.0,0.0,0.0,249.3,0.0,0.0,0.0,24999.0,22700.0,3.0,4167.0,9395.0,0.586,10.0,10.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,6.0,0.0,2.0,100.0,50.0,0.0,0.0,35200.0,24999.0,22700.0,12500.0,False,True,False,True
238,4650.0,4650.0,4650.0,36,10.99,152.22,1,7,2.0,48000.0,0,9.0,0.0,722.0,0.0,0,2.0,0.0,1482.0,0.423,3.0,0.0,0.0,5479.6237136418,5479.62,4650.0,829.62,0.0,0.0,0.0,167.66,0.0,0.0,0.0,77318.0,22800.0,4.0,6886.0,4006.0,0.6100231578947369,,,1.0,0.0,3.0,5.0,4.0,7.0,6.0,7.0,13.0,5.0,10.0,0.0,2.0,94.01380400421495,46.72442105263158,0.0,0.0,108415.0,35353.0,14000.0,30259.0,False,True,True,False
239,1000.0,1000.0,1000.0,36,9.16,31.88,1,6,5.0,30000.0,0,27.76,0.0,707.0,0.0,1,7.0,0.0,2162.0,0.08900000000000001,27.0,0.0,0.0,1046.39,1046.39,1000.0,46.39,0.0,0.0,0.0,887.5,0.0,0.0,0.0,17855.0,24300.0,4.0,2551.0,10438.0,0.172,12.0,9.0,0.0,1.0,1.0,1.0,2.0,7.0,11.0,5.0,16.0,1.0,7.0,0.0,2.0,96.3,0.0,0.0,0.0,48313.0,17855.0,12600.0,24013.0,False,True,True,False
240,10000.0,10000.0,10000.0,60,12.79,226.46,2,10,1.0,55000.0,1,3.53,0.0,672.0,1.0,1,3.0,1.0,7020.0,0.299,7.0,0.0,0.0,5581.54,5581.54,612.3,512.89,0.0,4456.35,802.143,226.46,0.0,0.0,0.0,180476.0,23500.0,1.0,60159.0,16019.0,0.304,21.0,21.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,83.3,0.0,0.0,0.0,380000.0,7020.0,23000.0,0.0,True,False,False,False
241,3000.0,3000.0,3000.0,60,14.91,71.23,3,16,3.0,25000.0,1,12.86,0.0,682.0,2.0,0,5.0,0.0,8332.0,0.46299999999999997,6.0,0.0,0.0,1896.41,1896.41,984.48,789.27,0.0,122.66,1.19,71.23,0.0,0.0,0.0,77318.0,22800.0,4.0,6886.0,4006.0,0.6100231578947369,,,1.0,0.0,3.0,5.0,4.0,7.0,6.0,7.0,13.0,5.0,10.0,0.0,2.0,94.01380400421495,46.72442105263158,0.0,0.0,108415.0,35353.0,14000.0,30259.0,False,True,True,False
242,5000.0,5000.0,5000.0,36,22.15,191.35,4,24,2.0,45000.0,1,3.33,0.0,672.0,1.0,0,4.0,0.0,3521.0,0.8190000000000001,4.0,0.0,0.0,475.82,475.82,99.06,92.29,0.0,284.47,2.8447,191.35,0.0,0.0,0.0,3521.0,4300.0,3.0,880.0,0.0,1.012,14.0,14.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,100.0,100.0,0.0,0.0,4300.0,3521.0,3300.0,0.0,False,True,True,False
243,6400.0,6400.0,6400.0,36,11.99,212.55,1,7,6.0,50000.0,1,15.91,0.0,682.0,0.0,1,7.0,0.0,4969.0,0.35200000000000004,21.0,0.0,0.0,3491.69,3491.69,2221.11,754.59,0.0,515.99,92.878199998,212.55,0.0,0.0,0.0,18563.0,14100.0,2.0,3094.0,7900.0,0.331,1.0,1.0,0.0,0.0,3.0,5.0,3.0,8.0,9.0,6.0,12.0,5.0,7.0,0.0,2.0,90.5,66.7,0.0,0.0,29782.0,18563.0,11800.0,15682.0,False,True,False,False
244,1800.0,1800.0,1800.0,36,16.01,63.3,2,14,-1.0,26508.0,0,13.45,0.0,677.0,0.0,1,6.0,0.0,5638.0,0.772,22.0,0.0,0.0,1853.593271197,1853.59,1800.0,53.59,0.0,0.0,0.0,1791.83,0.0,0.0,0.0,94122.0,7300.0,2.0,15687.0,1657.0,0.079,39.0,12.0,2.0,1.0,1.0,4.0,1.0,1.0,14.0,4.0,6.0,4.0,6.0,0.0,1.0,95.5,0.0,0.0,0.0,108294.0,5947.0,1800.0,750.0,False,False,False,True
245,10400.0,10400.0,10350.0,60,13.99,241.94,2,13,10.0,42000.0,0,16.89,0.0,677.0,0.0,1,7.0,0.0,6207.0,0.887,20.0,0.0,0.0,12595.0255226024,12534.47,10400.0,2195.03,0.0,0.0,0.0,7974.61,0.0,0.0,0.0,9506.0,7000.0,3.0,1358.0,658.0,0.88,2.0,2.0,0.0,0.0,3.0,5.0,3.0,14.0,3.0,5.0,17.0,5.0,7.0,0.0,2.0,95.0,66.7,0.0,0.0,16500.0,9506.0,5500.0,9500.0,False,True,True,False
246,18000.0,18000.0,17900.0,36,10.99,589.22,1,7,10.0,110000.0,0,15.12,2.0,682.0,0.0,1,12.0,0.0,16803.0,0.778,22.0,0.0,0.0,21211.5667024252,21093.72,18000.0,3211.57,0.0,0.0,0.0,588.87,0.0,0.0,0.0,366556.0,21600.0,2.0,30546.0,4006.0,0.8059999999999999,10.0,10.0,2.0,2.0,7.0,8.0,7.0,11.0,6.0,8.0,13.0,8.0,12.0,0.0,1.0,63.6,57.1,0.0,0.0,408137.0,77164.0,20600.0,77139.0,False,False,False,False
247,17125.0,17125.0,17125.0,36,16.99,610.47,3,17,10.0,70976.0,0,25.07,2.0,672.0,2.0,1,8.0,0.0,5167.0,0.55,44.0,0.0,0.0,20104.0900009469,20104.09,17125.0,2979.09,0.0,0.0,0.0,12184.14,0.0,0.0,0.0,32239.0,9400.0,4.0,4030.0,1228.0,0.759,3.0,3.0,1.0,6.0,2.0,3.0,2.0,26.0,7.0,5.0,35.0,3.0,8.0,2.0,4.0,84.1,50.0,0.0,0.0,44049.0,32239.0,5100.0,34649.0,False,True,True,False
248,14000.0,14000.0,14000.0,60,12.62,315.83,2,10,10.0,85000.0,0,18.32,2.0,692.0,1.0,1,16.0,0.0,25528.0,0.45299999999999996,40.0,0.0,0.0,14661.7523453835,14661.75,14000.0,661.75,0.0,0.0,0.0,13724.08,0.0,0.0,0.0,107769.0,56300.0,2.0,6736.0,7816.0,0.20199999999999999,6.0,6.0,5.0,0.0,5.0,11.0,7.0,10.0,16.0,13.0,18.0,11.0,16.0,0.0,2.0,92.3,0.0,0.0,0.0,161147.0,38741.0,9800.0,27517.0,False,False,True,False
249,3000.0,3000.0,3000.0,36,12.39,100.21,2,10,3.0,65000.0,0,18.02,1.0,672.0,0.0,1,9.0,0.0,12665.0,0.745,13.0,0.0,0.0,3605.1822659465,3605.18,3000.0,605.18,0.0,0.0,0.0,99.89,0.0,0.0,0.0,24326.0,17000.0,1.0,4054.0,296.0,0.894,12.0,12.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,7.0,10.0,3.0,9.0,0.0,1.0,92.3,50.0,0.0,0.0,53556.0,24326.0,2800.0,36556.0,False,True,False,False
250,10400.0,10400.0,10400.0,36,7.9,325.42,0,3,7.0,45000.0,0,22.45,0.0,712.0,0.0,0,10.0,0.0,8179.0,0.508,25.0,0.0,0.0,11688.3300073887,11688.33,10400.0,1288.33,0.0,0.0,0.0,1925.73,0.0,0.0,0.0,96218.0,16100.0,3.0,9622.0,1489.0,0.809,6.0,6.0,2.0,0.0,2.0,3.0,3.0,6.0,11.0,5.0,12.0,3.0,10.0,0.0,1.0,100.0,66.7,0.0,0.0,118831.0,19569.0,7800.0,23591.0,False,False,False,True
251,12000.0,12000.0,12000.0,36,7.26,371.96,0,3,10.0,175000.0,0,8.83,0.0,702.0,0.0,1,18.0,0.0,43136.0,0.937,43.0,0.0,0.0,13385.45309459,13385.45,12000.0,1385.45,0.0,0.0,0.0,371.69,0.0,0.0,0.0,508406.0,47000.0,3.0,39108.0,641.0,0.9520000000000001,25.0,5.0,5.0,2.0,4.0,6.0,7.0,17.0,11.0,11.0,23.0,6.0,18.0,0.0,2.0,92.7,100.0,0.0,0.0,523691.0,93887.0,13300.0,59691.0,False,False,True,False
252,25000.0,25000.0,25000.0,60,13.33,573.06,2,12,10.0,96000.0,0,14.7,0.0,687.0,1.0,0,22.0,0.0,28956.0,0.35100000000000003,85.0,0.0,0.0,25453.54,25453.54,25000.0,453.54,0.0,0.0,0.0,917.51,0.0,0.0,0.0,184650.0,82600.0,7.0,8393.0,35957.0,0.39,5.0,2.0,0.0,0.0,14.0,17.0,14.0,27.0,50.0,20.0,35.0,17.0,22.0,0.0,5.0,100.0,0.0,0.0,0.0,238294.0,184650.0,58900.0,155694.0,True,False,False,False
253,4800.0,4800.0,4800.0,36,9.17,153.02,1,6,7.0,25000.0,1,20.88,0.0,692.0,0.0,0,16.0,0.0,12920.0,0.353,27.0,0.0,0.0,3835.85,3835.85,1841.61,451.24,0.0,1543.0,277.74,153.02,0.0,0.0,0.0,12920.0,36600.0,6.0,808.0,11873.0,0.507,7.0,7.0,0.0,0.0,8.0,12.0,8.0,13.0,2.0,16.0,25.0,12.0,16.0,0.0,2.0,100.0,50.0,0.0,0.0,36600.0,12920.0,24100.0,0.0,True,False,False,True
254,6500.0,6500.0,6500.0,36,7.89,203.36,0,4,3.0,82000.0,0,22.96,1.0,697.0,0.0,1,8.0,0.0,13289.0,0.852,19.0,0.0,0.0,7195.4550805864,7195.46,6500.0,695.46,0.0,0.0,0.0,2927.75,0.0,0.0,0.0,78710.0,15600.0,1.0,9839.0,292.0,0.892,47.0,19.0,0.0,0.0,1.0,3.0,1.0,2.0,15.0,3.0,4.0,3.0,8.0,0.0,0.0,73.7,100.0,0.0,0.0,110097.0,78710.0,2700.0,94497.0,False,False,False,False
255,5000.0,5000.0,5000.0,36,19.99,185.8,4,20,7.0,53000.0,0,28.31,0.0,677.0,1.0,0,14.0,1.0,8667.0,0.46299999999999997,36.0,0.0,0.0,6682.8812926584,6682.88,5000.0,1682.88,0.0,0.0,0.0,185.43,0.0,0.0,75.0,290487.0,18700.0,4.0,20749.0,2156.0,0.799,5.0,5.0,12.0,0.0,5.0,6.0,5.0,10.0,7.0,9.0,16.0,6.0,14.0,0.0,4.0,100.0,40.0,1.0,0.0,316816.0,44380.0,10700.0,40899.0,False,False,True,False
256,7400.0,7400.0,7400.0,36,13.65,251.66,2,10,10.0,150000.0,0,15.1,1.0,697.0,1.0,1,21.0,0.0,6192.0,0.43,45.0,0.0,0.0,9059.6900031611,9059.69,7400.0,1659.69,0.0,0.0,0.0,251.59,0.0,0.0,363.0,495076.0,14400.0,2.0,24754.0,8208.0,0.43,5.0,4.0,2.0,1.0,1.0,1.0,3.0,9.0,34.0,3.0,9.0,1.0,21.0,0.0,2.0,95.6,0.0,0.0,0.0,693706.0,107654.0,14400.0,262306.0,False,False,False,False
257,8000.0,8000.0,8000.0,36,9.17,255.04,1,6,10.0,48400.0,0,19.76,0.0,662.0,1.0,0,9.0,0.0,8894.0,0.654,17.0,0.0,0.0,9098.7567141728,9098.76,8000.0,1098.76,0.0,0.0,0.0,700.67,0.0,0.0,1258.0,12221.0,13600.0,2.0,1358.0,1573.0,0.8190000000000001,5.0,5.0,0.0,0.0,3.0,7.0,3.0,7.0,6.0,7.0,11.0,7.0,9.0,0.0,1.0,100.0,66.7,0.0,0.0,29557.0,12221.0,8700.0,15957.0,False,True,False,True
258,3500.0,3500.0,3500.0,36,14.65,120.73,2,14,10.0,28000.0,1,4.89,0.0,692.0,3.0,0,4.0,1.0,3995.0,0.499,6.0,0.0,0.0,1566.64,1566.64,1091.72,474.92,0.0,0.0,0.0,120.73,0.0,0.0,0.0,3995.0,8000.0,3.0,999.0,3317.0,0.526,2.0,2.0,1.0,0.0,3.0,4.0,3.0,3.0,0.0,4.0,5.0,4.0,4.0,0.0,3.0,100.0,0.0,1.0,0.0,8000.0,3995.0,7000.0,0.0,False,False,True,False
259,12000.0,12000.0,12000.0,36,11.49,395.66,1,9,4.0,30000.0,0,31.11,0.0,682.0,0.0,1,11.0,0.0,12823.0,0.838,19.0,0.0,0.0,13174.6755210494,13174.68,12000.0,1174.68,0.0,0.0,0.0,9233.4,0.0,0.0,0.0,32917.0,15300.0,5.0,3657.0,815.0,0.9279999999999999,8.0,8.0,0.0,0.0,4.0,7.0,4.0,6.0,4.0,9.0,13.0,7.0,11.0,0.0,2.0,89.5,100.0,0.0,0.0,43216.0,32917.0,11300.0,25736.0,True,False,False,False
260,12000.0,12000.0,12000.0,36,6.39,367.19,0,1,10.0,55000.0,0,20.36,0.0,732.0,0.0,0,8.0,0.0,8019.0,0.33,34.0,0.0,0.0,13175.3401290585,13175.34,12000.0,1175.34,0.0,0.0,0.0,2531.09,0.0,0.0,0.0,236355.0,24300.0,5.0,33765.0,15581.0,0.34,3.0,2.0,3.0,0.0,2.0,2.0,3.0,10.0,12.0,5.0,19.0,2.0,8.0,0.0,3.0,100.0,33.3,0.0,0.0,256157.0,49036.0,23600.0,43857.0,False,False,True,False
261,25000.0,25000.0,25000.0,36,7.24,774.68,0,2,10.0,190000.0,0,5.39,0.0,717.0,2.0,0,18.0,0.0,38200.0,0.23,61.0,0.0,0.0,27152.5076249304,27152.51,25000.0,2152.51,0.0,0.0,0.0,13993.01,0.0,0.0,0.0,347326.0,169301.0,6.0,19295.0,12118.0,0.22,2.0,2.0,8.0,0.0,11.0,16.0,18.0,18.0,25.0,16.0,29.0,7.0,18.0,0.0,4.0,100.0,0.0,0.0,0.0,486712.0,38325.0,133300.0,0.0,False,False,True,False
262,18000.0,18000.0,18000.0,36,7.49,559.83,0,3,2.0,107000.0,0,12.09,0.0,717.0,0.0,0,14.0,1.0,18318.0,0.401,18.0,0.0,0.0,18004.250575,18004.25,18000.0,4.25,0.0,0.0,0.0,18019.23,0.0,0.0,246.0,570207.0,45700.0,3.0,40729.0,27012.0,0.401,20.0,3.0,1.0,0.0,5.0,6.0,5.0,6.0,7.0,6.0,10.0,6.0,14.0,0.0,2.0,100.0,20.0,0.0,1.0,603002.0,84489.0,45100.0,66359.0,False,False,False,False
263,7600.0,7600.0,7600.0,36,5.32,228.88,0,0,9.0,73000.0,0,23.73,0.0,797.0,0.0,0,10.0,0.0,849.0,0.051,36.0,0.0,0.0,8043.743137881999,8043.74,7600.0,443.74,0.0,0.0,0.0,4612.79,0.0,0.0,0.0,135647.0,16600.0,3.0,13565.0,500.0,0.0,10.0,9.0,2.0,0.0,0.0,2.0,1.0,5.0,14.0,5.0,19.0,2.0,10.0,0.0,2.0,100.0,0.0,0.0,0.0,221244.0,27642.0,500.0,66647.0,True,False,True,False
264,21000.0,21000.0,20975.0,60,14.99,499.48,2,14,5.0,103000.0,0,24.04,0.0,702.0,2.0,1,18.0,0.0,19743.0,0.4,38.0,0.0,0.0,21930.05,21903.94,21000.0,930.05,0.0,0.0,0.0,20931.09,0.0,0.0,0.0,496504.0,48000.0,11.0,27584.0,5987.0,0.6859999999999999,4.0,4.0,3.0,0.0,5.0,8.0,7.0,13.0,7.0,15.0,28.0,8.0,18.0,0.0,3.0,97.1,57.1,0.0,0.0,700727.0,83176.0,20000.0,71956.0,False,False,False,True
265,16000.0,16000.0,16000.0,36,7.26,495.94,0,3,10.0,50000.0,0,23.38,2.0,727.0,0.0,1,17.0,0.0,13668.0,0.313,46.0,0.0,0.0,17841.3367245578,17841.34,16000.0,1841.34,0.0,0.0,0.0,496.35,0.0,0.0,0.0,38914.0,43700.0,2.0,2594.0,26463.0,0.332,10.0,10.0,0.0,0.0,5.0,6.0,5.0,11.0,25.0,9.0,21.0,6.0,17.0,0.0,1.0,95.7,0.0,0.0,0.0,77871.0,38914.0,39600.0,34171.0,False,True,False,False
266,16000.0,16000.0,16000.0,36,10.64,521.1,1,6,10.0,130000.0,0,22.97,0.0,702.0,1.0,0,14.0,0.0,24752.0,0.643,22.0,0.0,0.0,18759.4296436205,18759.43,16000.0,2759.43,0.0,0.0,0.0,520.92,0.0,0.0,0.0,162438.0,38500.0,0.0,12495.0,2456.0,0.8959999999999999,25.0,25.0,1.0,0.0,5.0,8.0,5.0,5.0,11.0,9.0,10.0,8.0,14.0,0.0,0.0,100.0,100.0,0.0,0.0,225256.0,62297.0,23700.0,76256.0,False,False,False,False
267,7200.0,7200.0,7200.0,36,7.9,225.29,0,3,7.0,45000.0,0,25.55,1.0,707.0,0.0,1,13.0,0.0,15058.0,0.344,24.0,0.0,0.0,7790.553745710899,7790.55,7200.0,590.55,0.0,0.0,0.0,2615.83,0.0,0.0,0.0,77318.0,22800.0,4.0,6886.0,28513.0,0.342,,,5.0,0.0,3.0,5.0,6.0,7.0,6.0,7.0,13.0,5.0,13.0,0.0,2.0,94.01380400421495,33.3,0.0,0.0,108415.0,49348.0,43301.0,30259.0,False,False,False,True
268,24975.0,24975.0,24875.0,36,11.53,823.94,1,9,5.0,95000.0,0,5.94,0.0,697.0,0.0,0,6.0,0.0,10311.0,0.534,12.0,0.0,0.0,29373.9495686548,29256.34,24975.0,4398.95,0.0,0.0,0.0,7143.57,0.0,0.0,0.0,15366.0,19300.0,4.0,2561.0,2596.0,0.552,14.0,12.0,0.0,0.0,2.0,5.0,2.0,3.0,6.0,5.0,6.0,5.0,6.0,0.0,1.0,100.0,50.0,0.0,0.0,34163.0,15366.0,5800.0,14863.0,True,False,True,False
269,20000.0,20000.0,20000.0,36,10.75,652.41,1,8,0.0,65000.0,0,12.41,0.0,712.0,0.0,0,5.0,0.0,16283.0,0.621,5.0,0.0,0.0,23462.830482877,23462.83,20000.0,3462.83,0.0,0.0,0.0,652.37,0.0,0.0,0.0,25334.0,26200.0,1.0,6334.0,2541.0,0.8640000000000001,4.0,4.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,0.0,1.0,100.0,100.0,0.0,0.0,36705.0,25334.0,18700.0,0.0,False,False,False,True
270,35000.0,35000.0,35000.0,36,16.55,1240.03,3,16,10.0,78191.88,0,14.69,0.0,687.0,0.0,1,14.0,0.0,30906.0,0.547,34.0,0.0,0.0,44258.795637331794,44258.8,35000.0,9258.8,0.0,0.0,0.0,4883.56,0.0,0.0,0.0,274955.0,56500.0,4.0,21150.0,3651.0,0.887,11.0,11.0,6.0,1.0,4.0,5.0,4.0,8.0,8.0,11.0,20.0,5.0,14.0,0.0,1.0,97.1,75.0,0.0,0.0,324105.0,35396.0,32200.0,7300.0,False,False,True,False
271,7200.0,7200.0,7200.0,36,13.66,244.9,2,12,10.0,29900.0,1,24.53,0.0,692.0,1.0,0,6.0,0.0,5018.0,0.738,10.0,0.0,0.0,3912.94,3912.94,2841.89,1071.05,0.0,0.0,0.0,244.9,0.0,0.0,0.0,13607.0,6800.0,2.0,2268.0,36.0,0.99,11.0,11.0,0.0,0.0,1.0,3.0,1.0,2.0,4.0,3.0,6.0,3.0,6.0,0.0,2.0,100.0,100.0,0.0,0.0,17600.0,13607.0,3500.0,10800.0,True,False,True,False
272,8000.0,8000.0,8000.0,36,15.41,278.94,3,15,6.0,43000.0,0,34.49,0.0,672.0,0.0,1,9.0,0.0,6432.0,0.9059999999999999,13.0,0.0,0.0,9911.7125400353,9911.71,8000.0,1911.71,0.0,0.0,0.0,735.43,0.0,0.0,0.0,31072.0,7100.0,5.0,3452.0,647.0,0.884,7.0,4.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,5.0,8.0,5.0,9.0,0.0,3.0,83.3,50.0,0.0,0.0,44443.0,31072.0,5600.0,37343.0,True,False,False,True
273,4350.0,4350.0,4300.0,36,9.67,139.69,1,5,4.0,65000.0,1,12.11,0.0,682.0,0.0,1,15.0,0.0,5523.0,0.484,32.0,0.0,0.0,2808.4399999999,2776.16,1898.11,476.44,0.0,433.89,78.0677999984,139.69,0.0,0.0,0.0,45696.0,11400.0,10.0,3046.0,984.0,0.833,14.0,9.0,0.0,9.0,3.0,4.0,3.0,9.0,18.0,6.0,14.0,4.0,15.0,0.0,1.0,73.3,66.7,0.0,0.0,57943.0,45696.0,5900.0,46543.0,False,True,False,False
274,25000.0,25000.0,25000.0,60,15.61,602.79,3,15,10.0,113904.0,0,8.04,2.0,687.0,0.0,1,7.0,0.0,14925.0,0.5429999999999999,28.0,0.0,0.0,27702.36,27702.36,25000.0,2702.36,0.0,0.0,0.0,23504.51,0.0,0.0,0.0,16182.0,27500.0,0.0,2312.0,10218.0,0.265,76.0,70.0,4.0,1.0,3.0,4.0,4.0,5.0,15.0,6.0,9.0,4.0,7.0,0.0,0.0,67.9,75.0,0.0,0.0,43845.0,16182.0,13900.0,16345.0,False,True,False,True
275,5600.0,5600.0,5600.0,36,5.32,168.65,0,0,10.0,62000.0,0,5.19,0.0,732.0,0.0,1,9.0,0.0,4198.0,0.12300000000000001,36.0,0.0,0.0,5881.392114762901,5881.39,5600.0,281.39,0.0,0.0,0.0,3860.9,0.0,0.0,0.0,170236.0,34200.0,2.0,18915.0,20453.0,0.14800000000000002,14.0,14.0,3.0,1.0,2.0,4.0,4.0,19.0,4.0,7.0,28.0,4.0,9.0,0.0,0.0,97.2,0.0,0.0,0.0,218500.0,9448.0,24000.0,9300.0,True,False,False,True
276,3050.0,3050.0,3050.0,36,7.89,95.43,0,4,-1.0,53000.0,0,9.1,0.0,727.0,0.0,1,21.0,1.0,1210.0,0.033,31.0,0.0,0.0,3399.5612700832003,3399.56,3050.0,349.56,0.0,0.0,0.0,1105.02,0.0,0.0,683.0,15962.0,36600.0,6.0,798.0,26490.0,0.044000000000000004,3.0,3.0,0.0,0.0,3.0,3.0,9.0,9.0,9.0,17.0,22.0,3.0,21.0,0.0,4.0,86.7,0.0,0.0,0.0,49708.0,15962.0,27700.0,13108.0,False,True,False,False
277,10000.0,10000.0,10000.0,36,11.11,327.91,1,9,7.0,60000.0,0,8.06,0.0,697.0,1.0,0,11.0,0.0,19021.0,0.5820000000000001,21.0,0.0,0.0,11804.689321441,11804.69,10000.0,1804.69,0.0,0.0,0.0,365.44,0.0,0.0,0.0,77318.0,22800.0,4.0,6886.0,4006.0,0.6100231578947369,,,1.0,0.0,3.0,5.0,4.0,7.0,6.0,7.0,13.0,5.0,10.0,0.0,2.0,94.01380400421495,46.72442105263158,0.0,0.0,108415.0,35353.0,14000.0,30259.0,False,True,False,False
278,27050.0,27050.0,27050.0,60,16.78,669.07,2,14,1.0,61181.0,0,26.4,0.0,707.0,0.0,0,18.0,0.0,27387.0,0.6509999999999999,63.0,0.0,0.0,39065.3840281155,39065.38,27050.0,12015.38,0.0,0.0,0.0,9710.24,0.0,0.0,0.0,381146.0,42100.0,4.0,21175.0,1618.0,0.903,85.0,6.0,1.0,0.0,4.0,8.0,4.0,12.0,43.0,10.0,19.0,8.0,18.0,0.0,1.0,100.0,75.0,0.0,0.0,398867.0,267147.0,16700.0,241897.0,False,False,True,False
279,8400.0,8400.0,8400.0,36,13.99,287.06,2,12,10.0,98000.0,0,33.31,0.0,682.0,0.0,1,18.0,0.0,46478.0,0.779,36.0,0.0,0.0,9094.5904656546,9094.59,8400.0,694.59,0.0,0.0,0.0,7378.76,0.0,0.0,0.0,362943.0,59700.0,5.0,20164.0,3168.0,0.7290000000000001,6.0,2.0,4.0,0.0,2.0,9.0,2.0,6.0,12.0,12.0,20.0,9.0,18.0,0.0,5.0,97.2,50.0,0.0,0.0,422593.0,154093.0,11700.0,154043.0,False,False,False,True
